店名,業種,サービス,郵便番号,住所,電話番号
百花炉   コクーンシティ店,カフェ・飲食店,さいコイン,3309559,さいたま市大宮区吉敷町4-263-8パークサイドビル   2階,0486417773
フードバザー コクーンシティ店,カフェ・飲食店,さいコイン,3309559,さいたま市大宮区吉敷町4-267-2コクーン1   1階,0486010623
ブッシュウィックグリル   コクーンシティ店,カフェ・飲食店,さいコイン,3309559,さいたま市大宮区吉敷町4-263-1コクーン2   1階,0486062615
フレッシュネスバーガー   コクーンシティ店,カフェ・飲食店,さいコイン,3309559,さいたま市大宮区吉敷町4-263-1コクーン2   3階,0487881056
紅虎餃子房   コクーンシティ店,カフェ・飲食店,さいコイン,3309559,さいたま市大宮区吉敷町4-267-2コクーン1   2階,0486001586
星乃珈琲店   コクーンシティ店,カフェ・飲食店,さいコイン,3309559,さいたま市大宮区吉敷町4-267-2コクーン1   2階,0488164666
メロウブラウンコーヒー   コクーンシティ店,カフェ・飲食店,さいコイン,3309559,さいたま市大宮区吉敷町4-263-1コクーン2   2階,0487881159
レモネード ｂｙ レモニカ   コクーンシティ店,カフェ・飲食店,さいコイン,3309559,さいたま市大宮区吉敷町4-263-1コクーン2   1階,0487827822
果汁工房 果琳   コクーンシティ店,カフェ・飲食店,さいコイン,3309559,さいたま市大宮区吉敷町4-263-1コクーン2   1階,0487881040
宮武讃岐うどん   コクーンシティ店,カフェ・飲食店,さいコイン,3309559,さいたま市大宮区吉敷町4-263-1コクーン2   3階,0486507121
仙臺たんや利久   コクーンシティ店,カフェ・飲食店,さいコイン,3309559,さいたま市大宮区吉敷町4-263-1コクーン2   3階,0486507221
洋麺屋五右衛門   コクーンシティ店,カフェ・飲食店,さいコイン,3309559,さいたま市大宮区吉敷町4-263-1コクーン2   1階,0487885710
卵と私   コクーンシティ店,カフェ・飲食店,さいコイン,3309559,さいたま市大宮区吉敷町4-263-1コクーン2   1階,0487885720
まごころクリーニングわが,クリーニング業,"さいコイン,たまポン,出産・子育て,限定たまポン",3300845,さいたま市大宮区 仲町3丁目130番地,0486426211
ポニークリーニング コクーン１   コクーンシティ店,クリーニング業,さいコイン,3309559,さいたま市大宮区吉敷町4-267-2コクーン1   1階,0486010333
ポニークリーニング コクーン２   コクーンシティ店,クリーニング業,さいコイン,3309559,さいたま市大宮区吉敷町4-263-1コクーン2   1階,0486485727
セブンイレブン大宮一の宮通り店,コンビニエンスストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3300802,さいたま市大宮区宮町２ー７,0486438410
セブンイレブン大宮駅南銀座通り店,コンビニエンスストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3300845,さいたま市大宮区仲町１ー６６ー１,0486427115
セブンイレブンさいたま大門町1丁目店,コンビニエンスストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3300846,さいたま市大宮区大門町１ー３ー１,0486450821
埼玉スポーツ,スポーツ用品販売,"さいコイン,たまポン,出産・子育て,限定たまポン",3300802,さいたま市大宮区 宮町5丁目3番２,0486413303
大宮ふれあい福祉センター,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3300801,さいたま市大宮区土手町一丁目213番地1,0486670698
小谷野行政書士事務所,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3300801,さいたま市大宮区 土手町一丁目１９７番地２,0486534875
おはぎ と おはな,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3300802,さいたま市大宮区宮町２ー７６ー１   １Ｆ,0486124577
セレクトウェア   ダイマル,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3300802,さいたま市大宮区 宮町１丁目３１番地,0486413595
カードショップ竜星のPAO大宮店,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3300802,さいたま市大宮区 宮町２丁目２８あじせんビルB1,0486576280
CLUB ROYALE INTERNATIONAL ACADEMY,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3300802,さいたま市大宮区 宮町2丁目147番大宮KSAビル701,0486457788
ととのい+（プラス）,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3300802,さいたま市大宮区 宮町5丁目3番地1,0486414122
田口住宅設備,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3300802,さいたま市大宮区 宮町３丁目１番１号ルクソール102,0486411968
氷川の杜文化館,その他,"さいコイン,出産・子育て",3300803,さいたま市大宮区 高鼻町２ー２６２ー１,0486481177
漢方専門一心堂薬局   大宮店,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3300803,さいたま市大宮区高鼻町１ー８０ー１０２,0486482014
公益社団法人さいたま観光国際協会,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3300803,さいたま市大宮区高鼻町２-１-１Bibli２F,0486478338
ふぉ～とすて～しょん,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3300803,さいたま市大宮区 高鼻町２－２８５－１,0486438077
ねこカフェいちご大宮黒猫店,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3300804,さいたま市大宮区堀の内町2丁目235-1,0486063490
Toy-Toy,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3300842,さいたま市大宮区浅間町２ー４５ー１TKビル2F,0486282184
西松屋チェーン   ヨドバシコクーンさいたま新都心店,その他,"さいコイン,出産・子育て",3300843,さいたま市大宮区吉敷町四丁目263番地6,07014402325
キンコーズ・大宮駅東口店,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3300845,さいたま市大宮区 仲町１丁目３５番地大塚ビル1階,0486572522
タイムリペア大宮,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3300845,さいたま市大宮区 仲町2２丁目２４番地２号仲町金杉ビル１階,0486629300
市民会館おおみや,その他,"さいコイン,出産・子育て",3300846,さいたま市大宮区 大門町２ー１１８,0486416131
はんこショップ   大宮店,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3300846,さいたま市大宮区 大門町3-22-18,0487828469
ルーフトップ   ファインテラス,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3300852,さいたま市大宮区大成町３ー３６３ー２,09088005532
ぐっすり眠れるベッドとふとんの店   馬場,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3300852,さいたま市大宮区 大成町１丁目１２２,0486672422
AP by AMERICAN PHARMACY   エキュート大宮店,その他,"さいコイン,出産・子育て",3300853,さいたま市大宮区 錦町６３０ＪＲ大宮駅構内,0486488803
４１ＰＸ大宮,その他,"さいコイン,出産・子育て",3300854,さいたま市大宮区 桜木町２丁目３大宮マルイ ６階,0487881775
コスメカラット大宮マルイ店,その他,"さいコイン,出産・子育て",3300854,さいたま市大宮区桜木町二丁目３番地ＤＯＭ   ＰＡＲＴⅠ３階,0487827660
フォンテーヌクチュール 大宮スカイビル,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3300854,さいたま市大宮区 桜木町1ー6大宮そごうビル内1F,0486429777
ヘアメイク・着付け専門サロンJulietta rooms,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3300854,さいたま市大宮区 桜木町4丁目182番地1,07033399039
REGAL SHOES 大宮西口店,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3300854,さいたま市大宮区桜木町1ー6大宮そごうビル内専門店街オズ24   2F,0486473006
ハードオフさいたま上小町店,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3300855,さいたま市大宮区上小町１２０９ー２,0486404961
手縫い屋,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3300855,さいたま市大宮区 上小町９２８プリエールマンション1D,09053072204
オフハウスさいたま三橋店,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3300856,さいたま市大宮区三橋１ー３０,0486627811
埼玉カルチャー三橋店,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3300856,さいたま市大宮区 三橋2丁目489番地,0486244250
埼玉県物産観光館そぴあ,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3308669,さいたま市大宮区 桜木町1-7-5ソニックシティビル2階,0486474108
ジェラートピケ   コクーンシティ店,その他,さいコイン,3309559,さいたま市大宮区吉敷町４ー２６３ー１コクーン2   2階,0486578225
ウサギオンラインストア   コクーンシティ店,その他,さいコイン,3309559,さいたま市大宮区吉敷町４ー２６３ー１コクーン2   2階,0487885335
アーバンリサーチストア   コクーンシティ店,その他,さいコイン,3309559,さいたま市大宮区吉敷町４ー２６３ー１コクーン2   2階,
アマトーネアクセソリーオ   コクーンシティ店,その他,さいコイン,3309559,さいたま市大宮区吉敷町４ー２６７ー２コクーン1   2階,0486003808
エフィーズクローゼット   コクーンシティ店,その他,さいコイン,3309559,さいたま市大宮区吉敷町４ー２６７ー２コクーン1   2階,0487673002
サックスバーアナザーラウンジ   コクーンシティ店,その他,さいコイン,3309559,さいたま市大宮区吉敷町４ー２６３ー１コクーン2   2階,0486507165
ディッキーズ   コクーンシティ店,その他,さいコイン,3309559,さいたま市大宮区吉敷町4-263-1コクーン2   2階,0487832860
２１２キッチンストア   コクーンシティ店,その他,さいコイン,3309559,さいたま市大宮区吉敷町4-267-2コクーン1   1階,0486001597
Ｌｅｅ   コクーンシティ店,その他,さいコイン,3309559,さいたま市大宮区吉敷町4-263-1コクーン2   2階,0486456060
ＰＬＳＴ   コクーンシティ店,その他,さいコイン,3309559,さいたま市大宮区吉敷町4-263-1コクーン2   2階,0486579505
アヴィレックス   コクーンシティ店,その他,さいコイン,3309559,さいたま市大宮区吉敷町4-263-1コクーン2   2階,0486578516
アズール バイ マウジー   コクーンシティ店,その他,さいコイン,3309559,さいたま市大宮区吉敷町4-263-1コクーン2   2階,0486579501
アディダスオリジナルスショップ   コクーンシティ店,その他,さいコイン,3309559,さいたま市大宮区吉敷町4-263-1コクーン2   2階,0486507440
